"col_yeux";"col_cheveux"
"obs1553";"MEDIUM";"Medium"
"obs1554";"MEDIUM";"Fair"
"obs1555";"BLUE";"Dark"
"obs1556";"LIGHT";"Fair"
"obs1557";"BLUE";"Fair"
"obs1558";"LIGHT";"Medium"
"obs1559";"LIGHT";"Red"
"obs1560";"LIGHT";"Dark"
"obs1561";"MEDIUM";"Medium"
"obs1562";"LIGHT";"Fair"
"obs1563";"DARK";"Fair"
"obs1564";"BLUE";"Medium"
"obs1565";"MEDIUM";"Medium"
"obs1566";"MEDIUM";"Fair"
"obs1567";"BLUE";"Medium"
"obs1568";"MEDIUM";"Fair"
"obs1569";"MEDIUM";"Medium"
"obs1570";"DARK";"Dark"
"obs1571";"MEDIUM";"Dark"
"obs1572";"MEDIUM";"Fair"
"obs1573";"LIGHT";"Fair"
"obs1574";"MEDIUM";"Medium"
"obs1575";"BLUE";"Fair"
"obs1576";"LIGHT";"Medium"
"obs1577";"MEDIUM";"Fair"
"obs1578";"MEDIUM";"Fair"
"obs1579";"BLUE";"Dark"
"obs1580";"LIGHT";"Red"
"obs1581";"LIGHT";"Fair"
"obs1582";"DARK";"Medium"
"obs1583";"DARK";"Fair"
"obs1584";"LIGHT";"Medium"
"obs1585";"DARK";"Dark"
"obs1586";"MEDIUM";"Dark"
"obs1587";"LIGHT";"Dark"
"obs1588";"DARK";"Medium"
"obs1589";"MEDIUM";"Medium"
"obs1590";"BLUE";"Dark"
"obs1591";"BLUE";"Fair"
"obs1592";"MEDIUM";"Fair"
"obs1593";"BLUE";"Medium"
"obs1594";"MEDIUM";"Fair"
"obs1595";"LIGHT";"Medium"
"obs1596";"BLUE";"Fair"
"obs1597";"MEDIUM";"Fair"
"obs1598";"MEDIUM";"Fair"
"obs1599";"LIGHT";"Medium"
"obs1600";"MEDIUM";"Fair"
"obs1601";"LIGHT";"Medium"
"obs1602";"DARK";"Fair"
"obs1603";"LIGHT";"Fair"
"obs1604";"MEDIUM";"Dark"
"obs1605";"MEDIUM";"Medium"
"obs1606";"MEDIUM";"Medium"
"obs1607";"BLUE";"Fair"
"obs1608";"LIGHT";"Fair"
"obs1609";"DARK";"Dark"
"obs1610";"DARK";"Medium"
"obs1611";"BLUE";"Dark"
"obs1612";"DARK";"Dark"
"obs1613";"DARK";"Dark"
"obs1614";"DARK";"Dark"
"obs1615";"DARK";"Fair"
"obs1616";"BLUE";"Medium"
"obs1617";"DARK";"Medium"
"obs1618";"MEDIUM";"Medium"
"obs1619";"MEDIUM";"Medium"
"obs1620";"BLUE";"Medium"
"obs1621";"BLUE";"Dark"
"obs1622";"DARK";"Medium"
"obs1623";"BLUE";"Medium"
"obs1624";"DARK";"Fair"
"obs1625";"LIGHT";"Fair"
"obs1626";"BLUE";"Red"
"obs1627";"MEDIUM";"Fair"
"obs1628";"LIGHT";"Fair"
"obs1629";"DARK";"Medium"
"obs1630";"DARK";"Black"
"obs1631";"MEDIUM";"Medium"
"obs1632";"MEDIUM";"Medium"
"obs1633";"MEDIUM";"Medium"
"obs1634";"DARK";"Dark"
"obs1635";"DARK";"Dark"
"obs1636";"MEDIUM";"Medium"
"obs1637";"MEDIUM";"Fair"
"obs1638";"LIGHT";"Medium"
"obs1639";"BLUE";"Medium"
"obs1640";"LIGHT";"Fair"
"obs1641";"LIGHT";"Fair"
"obs1642";"LIGHT";"Fair"
"obs1643";"LIGHT";"Medium"
"obs1644";"LIGHT";"Dark"
"obs1645";"DARK";"Medium"
"obs1646";"MEDIUM";"Fair"
"obs1647";"DARK";"Medium"
"obs1648";"LIGHT";"Fair"
"obs1649";"LIGHT";"Red"
"obs1650";"DARK";"Medium"
"obs1651";"LIGHT";"Medium"
"obs1652";"MEDIUM";"Dark"
"obs1653";"DARK";"Dark"
"obs1654";"BLUE";"Dark"
"obs1655";"DARK";"Dark"
"obs1656";"LIGHT";"Dark"
"obs1657";"LIGHT";"Medium"
"obs1658";"MEDIUM";"Medium"
"obs1659";"LIGHT";"Medium"
"obs1660";"MEDIUM";"Dark"
"obs1661";"MEDIUM";"Red"
"obs1662";"BLUE";"Fair"
"obs1663";"LIGHT";"Fair"
"obs1664";"MEDIUM";"Medium"
"obs1665";"DARK";"Fair"
"obs1666";"MEDIUM";"Dark"
"obs1667";"LIGHT";"Fair"
"obs1668";"MEDIUM";"Medium"
"obs1669";"LIGHT";"Red"
"obs1670";"MEDIUM";"Dark"
"obs1671";"DARK";"Medium"
"obs1672";"LIGHT";"Medium"
"obs1673";"LIGHT";"Fair"
"obs1674";"BLUE";"Fair"
"obs1675";"BLUE";"Medium"
"obs1676";"BLUE";"Fair"
"obs1677";"MEDIUM";"Medium"
"obs1678";"BLUE";"Fair"
"obs1679";"LIGHT";"Medium"
"obs1680";"MEDIUM";"Medium"
"obs1681";"DARK";"Black"
"obs1682";"MEDIUM";"Medium"
"obs1683";"MEDIUM";"Dark"
"obs1684";"LIGHT";"Fair"
"obs1685";"MEDIUM";"Fair"
"obs1686";"LIGHT";"Red"
"obs1687";"LIGHT";"Medium"
"obs1688";"LIGHT";"Fair"
"obs1689";"DARK";"Dark"
"obs1690";"DARK";"Dark"
"obs1691";"MEDIUM";"Medium"
"obs1692";"DARK";"Medium"
"obs1693";"BLUE";"Dark"
"obs1694";"DARK";"Dark"
"obs1695";"LIGHT";"Medium"
"obs1696";"MEDIUM";"Medium"
"obs1697";"LIGHT";"Red"
"obs1698";"LIGHT";"Fair"
"obs1699";"DARK";"Dark"
"obs1700";"DARK";"Black"
"obs1701";"MEDIUM";"Medium"
"obs1702";"LIGHT";"Fair"
"obs1703";"LIGHT";"Medium"
"obs1704";"DARK";"Black"
"obs1705";"BLUE";"Fair"
"obs1706";"MEDIUM";"Dark"
"obs1707";"LIGHT";"Red"
"obs1708";"LIGHT";"Fair"
"obs1709";"MEDIUM";"Fair"
"obs1710";"LIGHT";"Fair"
"obs1711";"LIGHT";"Fair"
"obs1712";"MEDIUM";"Medium"
"obs1713";"MEDIUM";"Dark"
"obs1714";"LIGHT";"Fair"
"obs1715";"LIGHT";"Black"
"obs1716";"MEDIUM";"Dark"
"obs1717";"LIGHT";"Dark"
"obs1718";"LIGHT";"Medium"
"obs1719";"LIGHT";"Fair"
"obs1720";"BLUE";"Dark"
"obs1721";"MEDIUM";"Medium"
"obs1722";"DARK";"Medium"
"obs1723";"MEDIUM";"Red"
"obs1724";"LIGHT";"Red"
"obs1725";"LIGHT";"Medium"
"obs1726";"LIGHT";"Medium"
"obs1727";"MEDIUM";"Medium"
"obs1728";"MEDIUM";"Medium"
"obs1729";"DARK";"Medium"
"obs1730";"DARK";"Medium"
"obs1731";"DARK";"Medium"
"obs1732";"LIGHT";"Red"
"obs1733";"DARK";"Medium"
"obs1734";"BLUE";"Fair"
"obs1735";"BLUE";"Dark"
"obs1736";"MEDIUM";"Medium"
"obs1737";"MEDIUM";"Fair"
"obs1738";"LIGHT";"Fair"
"obs1739";"MEDIUM";"Medium"
"obs1740";"MEDIUM";"Dark"
"obs1741";"MEDIUM";"Medium"
"obs1742";"LIGHT";"Dark"
"obs1743";"MEDIUM";"Medium"
"obs1744";"LIGHT";"Fair"
"obs1745";"MEDIUM";"Medium"
"obs1746";"MEDIUM";"Fair"
"obs1747";"MEDIUM";"Medium"
"obs1748";"DARK";"Medium"
"obs1749";"BLUE";"Medium"
"obs1750";"LIGHT";"Fair"
"obs1751";"LIGHT";"Medium"
"obs1752";"LIGHT";"Red"
"obs1753";"DARK";"Medium"
"obs1754";"MEDIUM";"Medium"
"obs1755";"MEDIUM";"Red"
"obs1756";"MEDIUM";"Medium"
"obs1757";"DARK";"Black"
"obs1758";"MEDIUM";"Red"
"obs1759";"LIGHT";"Medium"
"obs1760";"MEDIUM";"Dark"
"obs1761";"LIGHT";"Medium"
"obs1762";"DARK";"Dark"
"obs1763";"LIGHT";"Fair"
"obs1764";"LIGHT";"Fair"
"obs1765";"DARK";"Dark"
"obs1766";"MEDIUM";"Medium"
"obs1767";"LIGHT";"Dark"
"obs1768";"MEDIUM";"Dark"
"obs1769";"DARK";"Medium"
"obs1770";"MEDIUM";"Dark"
"obs1771";"DARK";"Dark"
"obs1772";"DARK";"Dark"
"obs1773";"MEDIUM";"Dark"
"obs1774";"DARK";"Medium"
"obs1775";"LIGHT";"Fair"
"obs1776";"BLUE";"Medium"
"obs1777";"MEDIUM";"Red"
"obs1778";"LIGHT";"Fair"
"obs1779";"DARK";"Fair"
"obs1780";"DARK";"Dark"
"obs1781";"BLUE";"Medium"
"obs1782";"LIGHT";"Fair"
"obs1783";"MEDIUM";"Medium"
"obs1784";"LIGHT";"Medium"
"obs1785";"BLUE";"Red"
"obs1786";"DARK";"Dark"
"obs1787";"DARK";"Dark"
"obs1788";"MEDIUM";"Fair"
"obs1789";"DARK";"Dark"
"obs1790";"MEDIUM";"Medium"
"obs1791";"DARK";"Dark"
"obs1792";"MEDIUM";"Medium"
"obs1793";"LIGHT";"Medium"
"obs1794";"LIGHT";"Medium"
"obs1795";"LIGHT";"Medium"
"obs1796";"DARK";"Medium"
"obs1797";"BLUE";"Fair"
"obs1798";"DARK";"Dark"
"obs1799";"BLUE";"Medium"
"obs1800";"MEDIUM";"Medium"
"obs1801";"LIGHT";"Medium"
"obs1802";"MEDIUM";"Fair"
"obs1803";"LIGHT";"Medium"
"obs1804";"LIGHT";"Fair"
"obs1805";"LIGHT";"Medium"
"obs1806";"MEDIUM";"Medium"
"obs1807";"MEDIUM";"Medium"
"obs1808";"BLUE";"Medium"
"obs1809";"MEDIUM";"Dark"
"obs1810";"LIGHT";"Dark"
"obs1811";"LIGHT";"Fair"
"obs1812";"DARK";"Red"
"obs1813";"DARK";"Medium"
"obs1814";"MEDIUM";"Dark"
"obs1815";"LIGHT";"Black"
"obs1816";"MEDIUM";"Fair"
"obs1817";"MEDIUM";"Fair"
"obs1818";"MEDIUM";"Black"
"obs1819";"LIGHT";"Red"
"obs1820";"BLUE";"Fair"
"obs1821";"BLUE";"Fair"
"obs1822";"LIGHT";"Fair"
"obs1823";"BLUE";"Medium"
"obs1824";"MEDIUM";"Medium"
"obs1825";"LIGHT";"Fair"
"obs1826";"MEDIUM";"Red"
"obs1827";"MEDIUM";"Medium"
"obs1828";"MEDIUM";"Fair"
"obs1829";"DARK";"Dark"
"obs1830";"MEDIUM";"Fair"
"obs1831";"DARK";"Dark"
"obs1832";"LIGHT";"Fair"
"obs1833";"MEDIUM";"Medium"
"obs1834";"MEDIUM";"Medium"
"obs1835";"LIGHT";"Fair"
"obs1836";"LIGHT";"Fair"
"obs1837";"DARK";"Red"
"obs1838";"DARK";"Dark"
"obs1839";"MEDIUM";"Fair"
"obs1840";"MEDIUM";"Medium"
"obs1841";"LIGHT";"Fair"
"obs1842";"DARK";"Dark"
"obs1843";"LIGHT";"Medium"
"obs1844";"DARK";"Dark"
"obs1845";"LIGHT";"Fair"
"obs1846";"BLUE";"Red"
"obs1847";"MEDIUM";"Medium"
"obs1848";"LIGHT";"Fair"
"obs1849";"MEDIUM";"Medium"
"obs1850";"MEDIUM";"Medium"
"obs1851";"LIGHT";"Fair"
"obs1852";"LIGHT";"Dark"
"obs1853";"LIGHT";"Medium"
"obs1854";"MEDIUM";"Dark"
"obs1855";"DARK";"Dark"
"obs1856";"BLUE";"Fair"
"obs1857";"DARK";"Medium"
"obs1858";"LIGHT";"Dark"
"obs1859";"BLUE";"Fair"
"obs1860";"BLUE";"Medium"
"obs1861";"LIGHT";"Fair"
"obs1862";"DARK";"Dark"
"obs1863";"BLUE";"Medium"
"obs1864";"DARK";"Dark"
"obs1865";"LIGHT";"Medium"
"obs1866";"LIGHT";"Medium"
"obs1867";"MEDIUM";"Fair"
"obs1868";"MEDIUM";"Dark"
"obs1869";"LIGHT";"Fair"
"obs1870";"LIGHT";"Fair"
"obs1871";"MEDIUM";"Medium"
"obs1872";"LIGHT";"Dark"
"obs1873";"BLUE";"Medium"
"obs1874";"MEDIUM";"Fair"
"obs1875";"LIGHT";"Medium"
"obs1876";"MEDIUM";"Medium"
"obs1877";"LIGHT";"Dark"
"obs1878";"MEDIUM";"Dark"
"obs1879";"LIGHT";"Medium"
"obs1880";"MEDIUM";"Black"
"obs1881";"MEDIUM";"Medium"
"obs1882";"DARK";"Dark"
"obs1883";"DARK";"Medium"
"obs1884";"LIGHT";"Medium"
"obs1885";"LIGHT";"Medium"
"obs1886";"MEDIUM";"Medium"
"obs1887";"LIGHT";"Medium"
"obs1888";"LIGHT";"Medium"
"obs1889";"MEDIUM";"Medium"
"obs1890";"MEDIUM";"Medium"
"obs1891";"LIGHT";"Medium"
"obs1892";"LIGHT";"Fair"
"obs1893";"LIGHT";"Fair"
"obs1894";"LIGHT";"Medium"
"obs1895";"MEDIUM";"Medium"
"obs1896";"MEDIUM";"Medium"
"obs1897";"DARK";"Black"
"obs1898";"MEDIUM";"Medium"
"obs1899";"MEDIUM";"Red"
"obs1900";"BLUE";"Medium"
"obs1901";"LIGHT";"Dark"
"obs1902";"DARK";"Dark"
"obs1903";"BLUE";"Fair"
"obs1904";"DARK";"Dark"
"obs1905";"MEDIUM";"Medium"
"obs1906";"BLUE";"Dark"
"obs1907";"LIGHT";"Fair"
"obs1908";"DARK";"Dark"
"obs1909";"BLUE";"Medium"
"obs1910";"MEDIUM";"Medium"
"obs1911";"LIGHT";"Medium"
"obs1912";"LIGHT";"Fair"
"obs1913";"DARK";"Dark"
"obs1914";"LIGHT";"Fair"
"obs1915";"DARK";"Dark"
"obs1916";"DARK";"Dark"
"obs1917";"MEDIUM";"Dark"
"obs1918";"DARK";"Dark"
"obs1919";"DARK";"Medium"
"obs1920";"BLUE";"Fair"
"obs1921";"MEDIUM";"Medium"
"obs1922";"MEDIUM";"Medium"
"obs1923";"LIGHT";"Medium"
"obs1924";"MEDIUM";"Fair"
"obs1925";"DARK";"Medium"
"obs1926";"BLUE";"Medium"
"obs1927";"DARK";"Dark"
"obs1928";"MEDIUM";"Dark"
"obs1929";"LIGHT";"Fair"
"obs1930";"MEDIUM";"Red"
"obs1931";"LIGHT";"Medium"
"obs1932";"MEDIUM";"Fair"
"obs1933";"MEDIUM";"Dark"
"obs1934";"DARK";"Dark"
"obs1935";"MEDIUM";"Medium"
"obs1936";"BLUE";"Fair"
"obs1937";"LIGHT";"Medium"
"obs1938";"MEDIUM";"Fair"
"obs1939";"LIGHT";"Fair"
"obs1940";"MEDIUM";"Dark"
"obs1941";"LIGHT";"Fair"
"obs1942";"DARK";"Black"
"obs1943";"LIGHT";"Fair"
"obs1944";"DARK";"Dark"
"obs1945";"MEDIUM";"Dark"
"obs1946";"MEDIUM";"Fair"
"obs1947";"MEDIUM";"Medium"
"obs1948";"DARK";"Dark"
"obs1949";"MEDIUM";"Fair"
"obs1950";"MEDIUM";"Medium"
"obs1951";"MEDIUM";"Fair"
"obs1952";"DARK";"Dark"
"obs1953";"LIGHT";"Fair"
"obs1954";"LIGHT";"Fair"
"obs1955";"DARK";"Medium"
"obs1956";"BLUE";"Fair"
"obs1957";"LIGHT";"Fair"
"obs1958";"MEDIUM";"Medium"
"obs1959";"BLUE";"Dark"
"obs1960";"LIGHT";"Fair"
"obs1961";"LIGHT";"Fair"
"obs1962";"MEDIUM";"Medium"
"obs1963";"LIGHT";"Medium"
"obs1964";"MEDIUM";"Black"
"obs1965";"MEDIUM";"Fair"
"obs1966";"MEDIUM";"Dark"
"obs1967";"LIGHT";"Medium"
"obs1968";"DARK";"Fair"
"obs1969";"LIGHT";"Fair"
"obs1970";"LIGHT";"Fair"
"obs1971";"DARK";"Fair"
"obs1972";"MEDIUM";"Medium"
"obs1973";"BLUE";"Dark"
"obs1974";"MEDIUM";"Dark"
"obs1975";"LIGHT";"Fair"
"obs1976";"LIGHT";"Medium"
"obs1977";"MEDIUM";"Medium"
"obs1978";"LIGHT";"Fair"
"obs1979";"MEDIUM";"Medium"
"obs1980";"LIGHT";"Fair"
"obs1981";"MEDIUM";"Dark"
"obs1982";"DARK";"Medium"
"obs1983";"LIGHT";"Medium"
"obs1984";"DARK";"Red"
"obs1985";"MEDIUM";"Fair"
"obs1986";"MEDIUM";"Medium"
"obs1987";"MEDIUM";"Medium"
"obs1988";"LIGHT";"Red"
"obs1989";"BLUE";"Fair"
"obs1990";"MEDIUM";"Red"
"obs1991";"LIGHT";"Fair"
"obs1992";"DARK";"Dark"
"obs1993";"LIGHT";"Red"
"obs1994";"LIGHT";"Fair"
"obs1995";"MEDIUM";"Medium"
"obs1996";"MEDIUM";"Dark"
"obs1997";"MEDIUM";"Medium"
"obs1998";"BLUE";"Fair"
"obs1999";"LIGHT";"Dark"
"obs2000";"DARK";"Dark"
"obs2001";"LIGHT";"Medium"
"obs2002";"LIGHT";"Fair"
"obs2003";"LIGHT";"Medium"
"obs2004";"BLUE";"Fair"
"obs2005";"MEDIUM";"Dark"
"obs2006";"LIGHT";"Medium"
"obs2007";"MEDIUM";"Medium"
"obs2008";"LIGHT";"Fair"
"obs2009";"DARK";"Red"
"obs2010";"LIGHT";"Fair"
"obs2011";"LIGHT";"Fair"
"obs2012";"DARK";"Red"
"obs2013";"LIGHT";"Fair"
"obs2014";"DARK";"Medium"
"obs2015";"LIGHT";"Black"
"obs2016";"MEDIUM";"Medium"
"obs2017";"DARK";"Medium"
"obs2018";"LIGHT";"Medium"
"obs2019";"LIGHT";"Fair"
"obs2020";"DARK";"Dark"
"obs2021";"DARK";"Medium"
"obs2022";"LIGHT";"Medium"
"obs2023";"LIGHT";"Medium"
"obs2024";"MEDIUM";"Medium"
"obs2025";"DARK";"Dark"
"obs2026";"LIGHT";"Medium"
"obs2027";"LIGHT";"Fair"
"obs2028";"LIGHT";"Fair"
"obs2029";"LIGHT";"Dark"
"obs2030";"BLUE";"Medium"
"obs2031";"DARK";"Medium"
"obs2032";"DARK";"Dark"
"obs2033";"LIGHT";"Fair"
"obs2034";"MEDIUM";"Dark"
"obs2035";"LIGHT";"Fair"
"obs2036";"DARK";"Fair"
"obs2037";"LIGHT";"Fair"
"obs2038";"LIGHT";"Red"
"obs2039";"MEDIUM";"Medium"
"obs2040";"BLUE";"Medium"
"obs2041";"MEDIUM";"Dark"
"obs2042";"MEDIUM";"Medium"
"obs2043";"BLUE";"Medium"
"obs2044";"DARK";"Medium"
"obs2045";"LIGHT";"Fair"
"obs2046";"MEDIUM";"Fair"
"obs2047";"DARK";"Dark"
"obs2048";"BLUE";"Red"
"obs2049";"BLUE";"Dark"
"obs2050";"BLUE";"Fair"
"obs2051";"MEDIUM";"Fair"
"obs2052";"DARK";"Dark"
"obs2053";"BLUE";"Fair"
"obs2054";"MEDIUM";"Medium"
"obs2055";"LIGHT";"Fair"
"obs2056";"LIGHT";"Fair"
"obs2057";"MEDIUM";"Dark"
"obs2058";"LIGHT";"Fair"
"obs2059";"DARK";"Dark"
"obs2060";"MEDIUM";"Medium"
"obs2061";"MEDIUM";"Fair"
"obs2062";"MEDIUM";"Medium"
"obs2063";"DARK";"Dark"
"obs2064";"BLUE";"Medium"
"obs2065";"MEDIUM";"Medium"
"obs2066";"MEDIUM";"Medium"
"obs2067";"LIGHT";"Fair"
"obs2068";"MEDIUM";"Red"
"obs2069";"MEDIUM";"Medium"
"obs2070";"LIGHT";"Dark"
"obs2071";"MEDIUM";"Medium"
"obs2072";"MEDIUM";"Dark"
"obs2073";"DARK";"Dark"
"obs2074";"LIGHT";"Medium"
"obs2075";"DARK";"Dark"
"obs2076";"LIGHT";"Medium"
"obs2077";"DARK";"Black"
"obs2078";"MEDIUM";"Medium"
"obs2079";"DARK";"Dark"
"obs2080";"LIGHT";"Fair"
"obs2081";"MEDIUM";"Fair"
"obs2082";"DARK";"Dark"
"obs2083";"DARK";"Medium"
"obs2084";"MEDIUM";"Medium"
"obs2085";"LIGHT";"Fair"
"obs2086";"LIGHT";"Medium"
"obs2087";"MEDIUM";"Dark"
"obs2088";"MEDIUM";"Medium"
"obs2089";"LIGHT";"Medium"
"obs2090";"DARK";"Dark"
"obs2091";"DARK";"Dark"
"obs2092";"DARK";"Dark"
"obs2093";"MEDIUM";"Medium"
"obs2094";"DARK";"Dark"
"obs2095";"DARK";"Dark"
"obs2096";"DARK";"Dark"
"obs2097";"BLUE";"Dark"
"obs2098";"DARK";"Medium"
"obs2099";"MEDIUM";"Medium"
"obs2100";"LIGHT";"Fair"
"obs2101";"BLUE";"Medium"
"obs2102";"MEDIUM";"Black"
"obs2103";"DARK";"Medium"
"obs2104";"DARK";"Dark"
"obs2105";"LIGHT";"Fair"
"obs2106";"DARK";"Fair"
"obs2107";"MEDIUM";"Medium"
"obs2108";"LIGHT";"Medium"
"obs2109";"DARK";"Medium"
"obs2110";"DARK";"Dark"
"obs2111";"LIGHT";"Dark"
"obs2112";"BLUE";"Dark"
"obs2113";"DARK";"Dark"
"obs2114";"LIGHT";"Fair"
"obs2115";"DARK";"Dark"
"obs2116";"MEDIUM";"Medium"
"obs2117";"LIGHT";"Medium"
"obs2118";"DARK";"Dark"
"obs2119";"LIGHT";"Fair"
"obs2120";"MEDIUM";"Dark"
"obs2121";"DARK";"Medium"
"obs2122";"MEDIUM";"Fair"
"obs2123";"MEDIUM";"Medium"
"obs2124";"LIGHT";"Medium"
"obs2125";"DARK";"Dark"
"obs2126";"MEDIUM";"Medium"
"obs2127";"DARK";"Dark"
"obs2128";"MEDIUM";"Dark"
"obs2129";"LIGHT";"Medium"
"obs2130";"MEDIUM";"Medium"
"obs2131";"MEDIUM";"Medium"
"obs2132";"DARK";"Medium"
"obs2133";"MEDIUM";"Dark"
"obs2134";"MEDIUM";"Dark"
"obs2135";"LIGHT";"Medium"
"obs2136";"DARK";"Medium"
"obs2137";"MEDIUM";"Dark"
"obs2138";"MEDIUM";"Fair"
"obs2139";"DARK";"Medium"
"obs2140";"LIGHT";"Dark"
"obs2141";"LIGHT";"Fair"
"obs2142";"LIGHT";"Fair"
"obs2143";"LIGHT";"Medium"
"obs2144";"BLUE";"Medium"
"obs2145";"MEDIUM";"Fair"
"obs2146";"DARK";"Black"
"obs2147";"DARK";"Dark"
"obs2148";"MEDIUM";"Dark"
"obs2149";"BLUE";"Fair"
"obs2150";"BLUE";"Medium"
"obs2151";"MEDIUM";"Dark"
"obs2152";"MEDIUM";"Fair"
"obs2153";"BLUE";"Fair"
"obs2154";"DARK";"Medium"
"obs2155";"LIGHT";"Dark"
"obs2156";"MEDIUM";"Fair"
"obs2157";"MEDIUM";"Fair"
"obs2158";"BLUE";"Fair"
"obs2159";"MEDIUM";"Dark"
"obs2160";"LIGHT";"Fair"
"obs2161";"MEDIUM";"Fair"
"obs2162";"MEDIUM";"Medium"
"obs2163";"MEDIUM";"Dark"
"obs2164";"BLUE";"Medium"
"obs2165";"MEDIUM";"Medium"
"obs2166";"DARK";"Medium"
"obs2167";"LIGHT";"Medium"
"obs2168";"MEDIUM";"Medium"
"obs2169";"LIGHT";"Dark"
"obs2170";"LIGHT";"Fair"
"obs2171";"BLUE";"Medium"
"obs2172";"LIGHT";"Dark"
"obs2173";"DARK";"Dark"
"obs2174";"DARK";"Medium"
"obs2175";"BLUE";"Dark"
"obs2176";"BLUE";"Fair"
"obs2177";"MEDIUM";"Fair"
"obs2178";"MEDIUM";"Medium"
"obs2179";"MEDIUM";"Fair"
"obs2180";"MEDIUM";"Medium"
"obs2181";"DARK";"Dark"
"obs2182";"MEDIUM";"Medium"
"obs2183";"MEDIUM";"Dark"
"obs2184";"BLUE";"Medium"
"obs2185";"DARK";"Medium"
"obs2186";"MEDIUM";"Medium"
"obs2187";"DARK";"Dark"
"obs2188";"DARK";"Dark"
"obs2189";"BLUE";"Fair"
"obs2190";"LIGHT";"Fair"
"obs2191";"LIGHT";"Fair"
"obs2192";"DARK";"Red"
"obs2193";"LIGHT";"Fair"
"obs2194";"DARK";"Medium"
"obs2195";"MEDIUM";"Dark"
"obs2196";"MEDIUM";"Medium"
"obs2197";"LIGHT";"Medium"
"obs2198";"LIGHT";"Fair"
"obs2199";"BLUE";"Dark"
"obs2200";"LIGHT";"Medium"
"obs2201";"DARK";"Dark"
"obs2202";"BLUE";"Dark"
"obs2203";"DARK";"Dark"
"obs2204";"LIGHT";"Fair"
"obs2205";"MEDIUM";"Medium"
"obs2206";"DARK";"Fair"
"obs2207";"BLUE";"Fair"
"obs2208";"DARK";"Dark"
"obs2209";"LIGHT";"Medium"
"obs2210";"MEDIUM";"Dark"
"obs2211";"LIGHT";"Fair"
"obs2212";"LIGHT";"Fair"
"obs2213";"LIGHT";"Fair"
"obs2214";"MEDIUM";"Medium"
"obs2215";"BLUE";"Fair"
"obs2216";"DARK";"Medium"
"obs2217";"MEDIUM";"Fair"
"obs2218";"BLUE";"Fair"
"obs2219";"DARK";"Dark"
"obs2220";"LIGHT";"Dark"
"obs2221";"LIGHT";"Fair"
"obs2222";"MEDIUM";"Fair"
"obs2223";"DARK";"Dark"
"obs2224";"LIGHT";"Fair"
"obs2225";"LIGHT";"Fair"
"obs2226";"LIGHT";"Medium"
"obs2227";"LIGHT";"Dark"
"obs2228";"MEDIUM";"Fair"
"obs2229";"MEDIUM";"Medium"
"obs2230";"LIGHT";"Fair"
"obs2231";"LIGHT";"Fair"
"obs2232";"DARK";"Dark"
"obs2233";"LIGHT";"Medium"
"obs2234";"DARK";"Dark"
"obs2235";"MEDIUM";"Fair"
"obs2236";"DARK";"Medium"
"obs2237";"LIGHT";"Fair"
"obs2238";"LIGHT";"Fair"
"obs2239";"LIGHT";"Fair"
"obs2240";"LIGHT";"Fair"
"obs2241";"DARK";"Dark"
"obs2242";"LIGHT";"Fair"
"obs2243";"MEDIUM";"Medium"
"obs2244";"DARK";"Fair"
"obs2245";"LIGHT";"Dark"
"obs2246";"BLUE";"Medium"
"obs2247";"LIGHT";"Medium"
"obs2248";"DARK";"Dark"
"obs2249";"MEDIUM";"Medium"
"obs2250";"DARK";"Medium"
"obs2251";"BLUE";"Medium"
"obs2252";"LIGHT";"Dark"
"obs2253";"LIGHT";"Fair"
"obs2254";"LIGHT";"Dark"
"obs2255";"LIGHT";"Dark"
"obs2256";"DARK";"Medium"
"obs2257";"MEDIUM";"Dark"
"obs2258";"DARK";"Dark"
"obs2259";"BLUE";"Medium"
"obs2260";"DARK";"Dark"
"obs2261";"LIGHT";"Medium"
"obs2262";"LIGHT";"Fair"
"obs2263";"DARK";"Medium"
"obs2264";"MEDIUM";"Medium"
"obs2265";"LIGHT";"Medium"
"obs2266";"BLUE";"Medium"
"obs2267";"BLUE";"Medium"
"obs2268";"MEDIUM";"Medium"
"obs2269";"DARK";"Black"
"obs2270";"BLUE";"Red"
"obs2271";"BLUE";"Fair"
"obs2272";"DARK";"Dark"
"obs2273";"BLUE";"Fair"
"obs2274";"DARK";"Black"
"obs2275";"DARK";"Dark"
"obs2276";"LIGHT";"Red"
"obs2277";"LIGHT";"Medium"
"obs2278";"LIGHT";"Medium"
"obs2279";"BLUE";"Medium"
"obs2280";"LIGHT";"Fair"
"obs2281";"BLUE";"Dark"
"obs2282";"MEDIUM";"Dark"
"obs2283";"MEDIUM";"Medium"
"obs2284";"BLUE";"Medium"
"obs2285";"BLUE";"Fair"
"obs2286";"MEDIUM";"Medium"
"obs2287";"MEDIUM";"Dark"
"obs2288";"MEDIUM";"Fair"
"obs2289";"LIGHT";"Fair"
"obs2290";"DARK";"Dark"
"obs2291";"LIGHT";"Medium"
"obs2292";"DARK";"Dark"
"obs2293";"BLUE";"Fair"
"obs2294";"MEDIUM";"Fair"
"obs2295";"MEDIUM";"Medium"
"obs2296";"MEDIUM";"Dark"
"obs2297";"DARK";"Dark"
"obs2298";"DARK";"Medium"
"obs2299";"MEDIUM";"Medium"
"obs2300";"MEDIUM";"Medium"
"obs2301";"DARK";"Fair"
